Tweet,New_Tweet
Sementara panjang perjalananmu kelak. Terlambat muncul ditelaga-telaga bisu bola matamu. Kau menjerit.',sementara panjang perjalananmu kelak terlambat muncul ditelaga telaga bisu bola matamu kau menjerit 
USER Bajingan emang lo pada.', bajingan emang lo pada 
dekalarasi pilkada 2018 aman dan anti hoax guru tk balongtani jabon,dekalarasi pilkada 2018 aman dan anti hoax guru tk balongtani jabon
USER Bantahan dan sangkalan anies sandi tidak bisa membungkam dan menghapus jejak digital bhw asma dewi adalah senopati andalannya., bantahan dan sangkalan anies sandi tidak bisa membungkam dan menghapus jejak digital bhw asma dewi adalah senopati andalannya 
HAHAHA gakdeng. nyaman lah cerita cerita sama si tai walaupun dihina terus akhirnya emg bangcat. tapi seneng bisa sedeket sekarang dan tau sebenarnya oped orangnya gimana dari semua omongan buruk tentang dia',hahaha gakdeng nyaman lah cerita cerita sama si tai walaupun dihina terus akhirnya emg bangcat tapi seneng bisa sedeket sekarang dan tau sebenarnya oped orangnya gimana dari semua omongan buruk tentang dia 
"\xf0\x9f\x93\x8c Himmler merupakan pimpinan devisi SS, dan beserta perwira SS yang lain meyakini bahwa Yesus itu bukanlah orang Yahudi, tetapi orang ras Arya.'", xf0 x9f x93 x8c himmler merupakan pimpinan devisi ss dan bese a perwira ss yang lain meyakini bahwa yesus itu bukanlah orang yahudi tetapi orang ras arya 
"Sbb aku rasa nak cari pengalaman dekat luar? Kemon man. Duk terperuk je tak best, nak tgk gak budaya luar.",sbb aku rasa nak cari pengalaman dekat luar kemon man duk terperuk je tak best nak tgk gak budaya luar 
"Selain itu, Kalla Group juga membawahi Sekolah Islam Athirah dan Yayasan Kalla.",selain itu kalla group juga membawahi sekolah islam athirah dan yayasan kalla 
Anda memang tidak seperti diktator USER Yg mengatakan Anda diktator dan otoriter itu pasti terkena Rabun Ayam,anda memang tidak sepe i diktator yg mengatakan anda diktator dan otoriter itu pasti terkena rabun ayam
Ahok keok Taipan ngancam akan lengserkan USER bila reklamasi gagal. Nih negara diatur oleh jongos dan Meneernya! Hadeuuuh sontoloyo,ahok keok taipan ngancam akan lengserkan bila reklamasi gagal nih negara diatur oleh jongos dan meneernya hadeuuuh sontoloyo
"USER USER Kenyataannya tuannya akan mengimpor bawang putih dr negara komunis.. \nKl yg 58 % konsisten dgn ucapannya,haram hukumnya mengkonsumsi produk aseng/asing'", kenyataannya tuannya akan mengimpor bawang putih dr negara komunis nkl yg 58 konsisten dgn ucapannya haram hukumnya mengkonsumsi produk aseng asing 
"Ayo pak Polisi, tangkap dan usir si raja kodok komunis dari Istana, sebelum dia dan para cebong cina komunis menghancurkan NKRI.",ayo pak polisi tangkap dan usir si raja kodok komunis dari istana sebelum dia dan para cebong cina komunis menghancurkan nkri 
Dm gua ga dibales. Tai USER pulsa ilang woy 70r,dm gua ga dibales tai pulsa ilang woy 70r
"Ulama mana yang dukung jokowi, rezim anti Islam. cuma SAMAWI (SAtu kolam saMA jokoWI) #BukanSamaWi'",ulama mana yang dukung jokowi rezim anti islam cuma samawi satu kolam sama jokowi bukansamawi 
Hello pak USER pemerintahan yg ANDA pimpin MUNDUR kata si USER Pak Jokowi Mundur Saja USER URL,hello pak pemerintahan yg anda pimpin mundur kata si pak jokowi mundur saja url
siapa ya kena sentil ð???dari presiden jokowi. persiapan Asian,siapa ya kena sentil dari presiden jokowi persiapan asian
USER dosa fitnah umpama membunuh. tak taulah USER sedar ke tidak. Yang cina bk\xc3\xb1 Islam fitnah tu lantaklah dia..ni yg konon Islam ni..apa cerita? USER USER', dosa fitnah umpama membunuh tak taulah sedar ke tidak yang cina bk xc3 xb1 islam fitnah tu lantaklah dia ni yg konon islam ni apa cerita 
"MenAgama jangan hanya OMDO, harus mengumumkan ayat rampasan halal & Allah SWT janjikan rampasan, SALAH & hrs dibuang",menagama jangan hanya omdo harus mengumumkan ayat rampasan halal allah swt janjikan rampasan salah hrs dibuang
USER Jangan mau dibodohi dg pihak yg bilang bosan dg capres jokowi dan prabowo lagi. Pilpres bukan saatnya coba2 cari yg baru yg gak jelas. Pilpres adalah harus memilih presiden yg sdh terbukti bekerja utk kemajuan indonesia. Dan Jokowi sdh membuk, jangan mau dibodohi dg pihak yg bilang bosan dg capres jokowi dan prabowo lagi pilpres bukan saatnya coba2 cari yg baru yg gak jelas pilpres adalah harus memilih presiden yg sdh terbukti bekerja utk kemajuan indonesia dan jokowi sdh membuk
monyet hitam sulawesi USER',monyet hitam sulawesi 
rezim-rezim komunis itu memang biadab!!! Tidak ada satu pun rezim komunis yg berbudaya!!! Catet tu USER bkn PKI korbannya!!,rezim rezim komunis itu memang biadab tidak ada satu pun rezim komunis yg berbudaya catet tu bkn pki korbannya 
"Kunjungi Pangandaran, Kapolda: Pelaksanaan Pilkada di Jabar Aman",kunjungi pangandaran kapolda pelaksanaan pilkada di jabar aman
"#kualalumpur Ayat al-Quran yang dijadikan hujah oleh ulama untuk mengharamkan pemilihan bukan Muslim sebagai wakil rakyat, apabila diteliti sebenarnya merujuk kepada orang kafir yang memusuhi Islam dan penganutnya.", kualalumpur ayat al quran yang dijadikan hujah oleh ulama untuk mengharamkan pemilihan bukan muslim sebagai wakil rakyat apabila diteliti sebenarnya merujuk kepada orang kafir yang memusuhi islam dan penganutnya 
Ustadz PKS Yudi Widiana nilep duit pk bahasa agama Juz &amp; Liqo Felix Kwetiauw &amp; alumni 212 pd mingkem &amp; pura2 budek..giliran Bu Sukma bc puisi pd teriak2 kesurupan',ustadz pks yudi widiana nilep duit pk bahasa agama juz amp liqo felix kwetiauw amp alumni 212 pd mingkem amp pura2 budek giliran bu sukma bc puisi pd teriak2 kesurupan 
RT USER: USER Ga bosen apa ngatain gila?', ga bosen apa ngatain gila 
USER Bank kena virus cebong..!! \nBlangsak...!!!', bank kena virus cebong nblangsak 
"Di bumi yang tua ini, kenyataan menjadi mimpi\ndi bumi yang renta ini, bisu pun bertambah tuli \ntak ada yang bicara, apalagi mendengarkan\nperduli pada sendiri, makhluk sosial tanpa sosial.\n\n-Elegi \xe2\x80\x94 mendengarkan Figura Renata'",di bumi yang tua ini kenyataan menjadi mimpi ndi bumi yang renta ini bisu pun be ambah tuli ntak ada yang bicara apalagi mendengarkan nperduli pada sendiri makhluk sosial tanpa sosial n n elegi xe2 x80 x94 mendengarkan figura renata 
"USER Ya betoi... maqbul, khaleel, pelita semua sama. Kayu jangan kira la kedai mamak harga yahudi.'", ya betoi maqbul khaleel pelita semua sama kayu jangan kira la kedai mamak harga yahudi 
USER Kasihan org yg ditinggalkan akibat teror Bom.', kasihan org yg ditinggalkan akibat teror bom 
RT USER: USER USER Karena partaimu pdip itu bajingan', karena pa aimu pdip itu bajingan 
bodoh. cemburu buta macam dah kawin',bodoh cemburu buta macam dah kawin 
USER ok udah sana sama jablay jablay mu USER USER USER USER', ok udah sana sama jablay jablay mu 
USER sedih gw baca komenannya nyalahin army taunya akun bodong. kampret dah.', sedih gw baca komenannya nyalahin army taunya akun bodong kampret dah 
USER Jalan ampera raya ada tulisan prabowo presiden. Sekarang presidennya siapa??? Tolong liput..., jalan ampera raya ada tulisan prabowo presiden sekarang presidennya siapa tolong liput 
USER USER USER Pernah nonton bagaimana TGB mengkritik presiden di acara Hari Pers Nasional? Itulah cara TGB.. santun dan tidak menyakiti..; #KamiMauTGB, pernah nonton bagaimana tgb mengkritik presiden di acara hari pers nasional itulah cara tgb santun dan tidak menyakiti kamimautgb
"eh tp ya ngomongin pacaran beda agama. Temen gue ortunya beda agama, tapi tetep sama keyakinannya masing2..... ibunya islam ayahnya kristen. Berarti gapapa dong?'",eh tp ya ngomongin pacaran beda agama temen saya o unya beda agama tapi tetep sama keyakinannya masing2 ibunya islam ayahnya kristen bera i gapapa dong 
"USER USER USER USER engga sama sekali. ga nista kok nder, karna hidup tanpa yadong itu bagai sayur tanpa garam. HAMBAR\n\nwkwkwkwk'", engga sama sekali ga nista kok nder karna hidup tanpa yadong itu bagai sayur tanpa garam hambar n nwkwkwkwk 
USER USER USER hellow !!! opsisi kasih kritikan . Any body home? .., hellow opsisi kasih kritikan any body home 
"USER USER zakat pakai uang juga boleh, \n\nitu anda kasi contoh yg namanya ""hindu nusantara"" beda ibadah, hari besar dll dg hindu india. yg spt itu gak akan ditemui dlm islam. krn rujukan dlm ibadah sdh pasti : Kitab suci, hadis, ijma\' dan q", zakat pakai uang juga boleh n nitu anda kasi contoh yg namanya hindu nusantara beda ibadah hari besar dll dg hindu india yg spt itu gak akan ditemui dlm islam krn rujukan dlm ibadah sdh pasti kitab suci hadis ijma dan q
USER USER USERUSER ABADI AYO DUKUNG TIMNAS INDONESIA', abadi ayo dukung timnas indonesia 
Mari cari pemimpin yg berkualitas...bukan nyinyir jalanan kayak prabowo URL,mari cari pemimpin yg berkualitas bukan nyinyir jalanan kayak prabowo url
Bismillaah; ; Dari lubuk hati yang paling dalam saya hanya ingin Tuan Guru Bajang KH zainul Majdi yang jadi presiden RI berikutnye...; ; Insya Allah diberkahi...; #TGBforIndonesia2019,bismillaah dari lubuk hati yang paling dalam saya hanya ingin tuan guru bajang kh zainul majdi yang jadi presiden ri berikutnye insya allah diberkahi tgbforindonesia2019
Sy pendukung Ahok tp g rela beliau jd gubernur stlh pengkhianatan yg dilakukan sbgn besar warga Jkt... URL,sy pendukung ahok tp g rela beliau jd gubernur stlh pengkhianatan yg dilakukan sbgn besar warga jkt url
"Pelajar yang tidak melakukan hal demikian bukan berarti culun , justru ia pelajar yang dewasa dalam berpikirnya. Karena paham apa makna pendidikan baginya.'",pelajar yang tidak melakukan hal demikian bukan bera i culun justru ia pelajar yang dewasa dalam berpikirnya karena paham apa makna pendidikan baginya 
BRENGSEK BANGET SIH PUNYA MEMBER URL,brengsek banget sih punya member url
USER Antek komunis Kejang kejang, antek komunis kejang kejang
"USER Gk diributin gmana, la wong dah bikin ribut. Sedikit trsalurkan rasa geram karena ada mentri, prof, fansnya yg sontoloyo tuk ramaikan coment'", gk diributin gmana la wong dah bikin ribut sedikit trsalurkan rasa geram karena ada mentri prof fansnya yg sontoloyo tuk ramaikan coment 
Ajak Ulama Turut Menyejukkan Suasana Jelang Pilkada Serentak,ajak ulama turut menyejukkan suasana jelang pilkada serentak
"Ini pernyataan pling lucu, gw yang bkan anak ekonomi aja ngerti masak admin nya bisa kayak gini,,,,ð??±ð??±ð??±ð??±ð??ªð??ªð??ªð??ª",ini pernyataan pling lucu gw yang bkan anak ekonomi aja nge i masak admin nya bisa kayak gini 
Wibu ngga ada kelas. Ngga ada noob ngga ada expert. \nOne for all. All for One.',wibu ngga ada kelas ngga ada noob ngga ada expe none for all all for one 
"""Sorry kalo gue gak punya terlalu banyak kata untuk mencintai lo. Kadang gue kayak awan yang selalu bisu. Cuma lo liat, tapi itu selalu buat lo teduh dari panasnya sinar matahari.""'", sorry kalo saya gak punya terlalu banyak kata untuk mencintai lo kadang saya kayak awan yang selalu bisu cuma lo liat tapi itu selalu buat lo teduh dari panasnya sinar matahari 
"RT USER: Udh gk sabaaaaaaaaaarrr aahhh pengen berdesah lg pengen ngemut kontol lagi, pengen dijilat tete digigit putingnya sampai klima\xe2\x80\xa6'", udh gk sabaaaaaaaaaarrr aahhh pengen berdesah lg pengen ngemut kontol lagi pengen dijilat tete digigit putingnya sampai klima xe2 x80 xa6 
"#BeliSahamBRISyariah; #uym: Iya. Saya juga bilang begitu ke bbrp kwn. Pertama,ya bisa aja, dg berbagai cara, berbagai pintu, pada masuk beli saham,#brisyariah. Tapi ga dapet berjamaahnya. Dan jadi ga bcr historis. Ga bcr #sejarah. Di mana kita juga bcr sta", belisahambrisyariah uym iya saya juga bilang begitu ke bbrp kwn pe ama ya bisa aja dg berbagai cara berbagai pintu pada masuk beli saham brisyariah tapi ga dapet berjamaahnya dan jadi ga bcr historis ga bcr sejarah di mana kita juga bcr sta
Usir Cina kembali ke Tiongkok.... URL,usir cina kembali ke tiongkok url
"USER USER USER Klo membajak facebook buwat kepentingan politik, stuju bangt facebook di blokir semuanya se indonesia,bagus bangt mending di blokir,dari pada masyarakat indonesia yg di rugikan,skarang kan 2018 2019 musim taun nya politik,maw", klo membajak facebook buwat kepentingan politik stuju bangt facebook di blokir semuanya se indonesia bagus bangt mending di blokir dari pada masyarakat indonesia yg di rugikan skarang kan 2018 2019 musim taun nya politik maw
"USER Hu uh ya lama lama.kayak sedikit alay gt drama nya, wahh expansi sampai ke cina ini nntn drama nya'", hu uh ya lama lama kayak sedikit alay gt drama nya wahh expansi sampai ke cina ini nntn drama nya 
USER Waduuuh \nPusing Baca nya ..\xf0\x9f\x98\xb4\nTolol nya kelewatan...\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x83', waduuuh npusing baca nya xf0 x9f x98 xb4 ntolol nya kelewatan xf0 x9f xa4 xa3 xf0 x9f x98 x82 xf0 x9f x98 x83 
USER Hahaha payah tai kotok!', hahaha payah tai kotok 
Setya Novanto lebih kebal dari Madara kayaknya kalo entar 'mati' juga tinggal edotensei lagi :(,setya novanto lebih kebal dari madara kayaknya kalo entar mati juga tinggal edotensei lagi 
"5.210 Kendaraan Ditilang di Operasi Patuh Jaya, Pemotor 'Juara' Pelanggar Lalin",5 210 kendaraan ditilang di operasi patuh jaya pemotor juara pelanggar lalin
"USER USER Ini sama di tradisi Katolik. Dalam beberapa perayaan Ekaristi, misa diadakan dengan nuansa daerah. Namanya Misa Inkulturasim Bahkan saat Imlek, ada misa Inkulturasi Tionghoa.'", ini sama di tradisi katolik dalam beberapa perayaan ekaristi misa diadakan dengan nuansa daerah namanya misa inkulturasim bahkan saat imlek ada misa inkulturasi tionghoa 
"USER Orang bodoh logikanya jg pasti dangkal. Kalo situ ngerasa lebih pinter dari mentri Esdm,coba ajak debat. Sumber cm baca internet, trus ditambah2i ,koar2 seolah paling pinter. Bani cabul bul , kerjanya cm berisik.'", orang bodoh logikanya jg pasti dangkal kalo situ ngerasa lebih pinter dari mentri esdm coba ajak debat sumber cm baca internet trus ditambah2i koar2 seolah paling pinter bani cabul bul kerjanya cm berisik 
"3. Presiden USER: Di sisi promosi, untuk #AsianGames2018 ini baik di media-media lokal maupun internasional saya lihat belum ada pergerakan yang sangat signifikan. Oleh sebab itu saya minta ini betul-betul diperhatikan #JokowiPacuPromosiAsianGames #YukP",3 presiden di sisi promosi untuk asiangames2018 ini baik di media media lokal maupun internasional saya lihat belum ada pergerakan yang sangat signifikan oleh sebab itu saya minta ini betul betul diperhatikan jokowipacupromosiasiangames yukp
Wakil Sekjen USER USER mengaku kaget dg munculnya deklarasi relawan yg mendukung mantan Panglima TNI USER dan Ketum PKB USER maju dalam Pemilihan Presiden (Pilpres) 2019.; #PKBnomorSATU #CakIminTheNextWapres,wakil sekjen mengaku kaget dg munculnya deklarasi relawan yg mendukung mantan panglima tni dan ketum pkb maju dalam pemilihan presiden pilpres 2019 pkbnomorsatu cakiminthenextwapres
"USER Jangan karena baju, minyak, beras sedikit hilang hidup yg sesungguhnya #2019GantiPresiden", jangan karena baju minyak beras sedikit hilang hidup yg sesungguhnya 2019gantipresiden
"#Genpi; _(SB2018)_; Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018", genpi sb2018 warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali be emu dengan gubernur banten wahidin halim hari ini sabtu 21 4 sebabaduy2018
USER Habis makan nyemil ya semalem pantes bikin kamu gak bisa tidur semaleman \xf0\x9f\x99\x88\xf0\x9f\x99\x88 gemuk loh perutnya itu /colek perutnya Youngji/ \nNtar gendut loh /cubit pipi Youngji pelan/', habis makan nyemil ya semalem pantes bikin kamu gak bisa tidur semaleman xf0 x9f x99 x88 xf0 x9f x99 x88 gemuk loh perutnya itu colek perutnya youngji nntar gendut loh cubit pipi youngji pelan 
2019 presiden akan berganti. Jokowi sudah tidak punya lagi amunisi.(Natalius Pigai) ; #2019GantiPresiden; #2019PresidenBaru; ;,2019 presiden akan berganti jokowi sudah tidak punya lagi amunisi natalius pigai 2019gantipresiden 2019presidenbaru 
"USER Waduh, ga ah tar dikira panasbung \xf0\x9f\x98\x82'", waduh ga ah tar dikira panasbung xf0 x9f x98 x82 
Berbanding lurus dengan kebijakan rezim ini bermesraan dg cina produsen terbesar narkotika yg masuk ke Indonesia URL,berbanding lurus dengan kebijakan rezim ini bermesraan dg cina produsen terbesar narkotika yg masuk ke indonesia url
"Cek Kesiapan Pengaman Pilkada, Ternyata Polres Samarinda ... - Tribun Kaltim",cek kesiapan pengaman pilkada ternyata polres samarinda tribun kaltim
USER Siti badriah china?', siti badriah china 
USER USER USER RR tuh sakit hati sampai sekarang karena di gantikan oleh boediono di jaman kabinet gusdur/mega. Dan setelah di gantikan ekonomi indonesia mulai membaik setelah sebelum nya acak kadut di pegang pak RR. ð???, rr tuh sakit hati sampai sekarang karena di gantikan oleh boediono di jaman kabinet gusdur mega dan setelah di gantikan ekonomi indonesia mulai membaik setelah sebelum nya acak kadut di pegang pak rr 
USER Ini juga merembet ke ketersediaan bea siswa pemerintah asing...', ini juga merembet ke ketersediaan bea siswa pemerintah asing 
"Bukan org politik tapi nampaknya dah jadi tempat luahan marhain tentang kesusahan cari makan di bawah rejim Ph ni ,hari ini luahan hati peniaga kecil yg cari makan dapat kontrak dgn kerajaan lama ,pengalaman dan kebolehan dah buleh buang ketepi di bawah",bukan org politik tapi nampaknya dah jadi tempat luahan marhain tentang kesusahan cari makan di bawah rejim ph ni hari ini luahan hati peniaga kecil yg cari makan dapat kontrak dgn kerajaan lama pengalaman dan kebolehan dah buleh buang ketepi di bawah
"Ngabalin ini logikanya runtut, diksi ucapannya jelas, intonasi lantang. Datanya kacrut itu lain persoalan'",ngabalin ini logikanya runtut diksi ucapannya jelas intonasi lantang datanya kacrut itu lain persoalan 
